,ProjectNumber,AgencyName,RecipientName,USD_Disbursement,USD_Commitment,LongDescription,ProjectTitle,ExpectedStartDate,CompletionDate,Aid_t,PurposeCode
5330,6616357N,Federal Ministry of Finance,"Africa, regional",0.539839,0.539839,The project contributes to strengthen security policy self-responsibility of West African partners engaged in the context of crisis prevention / crisis reaction to internal and external threats in the region.,Training and Advanced Training of West African Security Forces,2021-07-01,2021-12-31,D02,15220.0
5331,6616460,Federal Ministry of Finance,Jordan,1.404713,139.815376,The objective of the project is to prepare for the finalization of construction works and for providing technical equipment for the Jordanian Polices Community Peace Center in Amman.,Building for Prevention- A Jordanian German Infrastructure Project,2021-09-01,2021-12-31,C01,15130.0
5332,6616500,Federal Ministry of Finance,"Developing countries, unspecified",0.069038,0.069038,"The aim of the project is to build a comprehensive training architecture on Child Protection for the UN Police. The Course aims at building Police personnel's Child Protection skills and competences prior to their deployment to peacekeeping missions, with a view to enable them to effectively protect and promote children's rights in situations of armed conflict.",Strengthening the UN Police's contribution to protecting Children in Armed Conflict through a comprehensive training architecture on Child Protection,2021-09-01,2023-08-31,D02,15230.0
5333,6616847,Federal Ministry of Finance,Philippines,0.015374,0.166746,The capacities of the Philippine Coast Guard to protect and secure a rule-based in the Indo-Pacific have been strengthened by increasing the capacity for rule based use of unmanned aerial vehicles.,Supporting the Philippine Coast Guard in securing the rule-based order in the Indo-Pacific,2021-10-04,2022-05-31,D02,15130.0
5334,6617144,Federal Ministry of Finance,Mali,4.139073,4.139073,Establishment of Secure Clusters for Development and Governance (PSDGs) to strengthen the Malian state's presence in the area by establishing public security and providing basic services.,Contribution for the establishment of Secure Clusters for Development and Governance,2021-12-01,2024-12-31,B03,15220.0
5335,6617193,Federal Ministry of Finance,"Developing countries, unspecified",1.16438,1.16438,"Enhance the ability of peacekeeping operations to effectively protect civilians by leveraging and building on ongoing efforts to increase the use of data and technology in peacekeeping, ensuring that they are being used to their maximum potential for the protection of civilians (POC).",Using data and technology to enhance performance on the protection of civilians by United Nations Peacekeeping Operations,2021-12-06,2021-12-31,B03,15220.0
5336,6617560L,Federal Ministry of Finance,"Western Africa, regional",0.609508,0.609508,"Capacity building of ECOWAS and state institutions, agencies, and partnerships in combating the illicit trafficking of people, drugs, and weapons in the context of transnational organized crime (TOC) and terrorism.",Strengthening West African institutions to combat illicit trade,2021-01-01,2023-01-31,D02,15210.0
5337,6617560N,Federal Ministry of Finance,"Western Africa, regional",1.16438,1.16438,"Capacity building of ECOWAS and state institutions, agencies, and partnerships in combating the illicit trafficking of people, drugs, and weapons in the context of transnational organized crime (TOC) and terrorism.",Strengthening West African institutions to combat illicit trade,2021-01-01,2023-01-31,D02,15210.0
5338,67EXI3042A,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Egypt,0.064819,0.0,"The aim of the project is to prepare an exemplary feasibility study for the retrofitting of existing wastewater treatment plants in Egypt on the topics of resources for water, energy and nutrients or a specific plant design for a new construction. For this purpose, the concepts are examined in detail and practice-oriented, necessary measures are derived and the local stakeholders are convinced of the concept as well as trained for sustainable operation.","ATLANTIS - Wastewater Treatment Plants as a Resource for Water, Energy and Nutrients in Arid Zones Using Egypt as an Example",2019-11-01,2021-10-31,C01,14022.0
5339,67EXI3042B,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Egypt,0.038082,0.0,"The aim of the project is to prepare an exemplary feasibility study for the retrofitting of existing wastewater treatment plants in Egypt on the topics of resources for water, energy and nutrients or a specific plant design for a new construction. For this purpose, the concepts are examined in detail and practice-oriented, necessary measures are derived and the local stakeholders are convinced of the concept as well as trained for sustainable operation.","ATLANTIS - Wastewater Treatment Plants as a Resource for Water, Energy and Nutrients in Arid Zones Using Egypt as an Example",2019-11-01,2021-10-31,C01,14022.0
5340,67EXI4004A,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","Europe, regional",0.09577,0.0,"In the project countries of Romania, North Macedonia, Albania and Serbia there is a lack of sustainable water and sanitation management in rural areas, which in some cases has serious consequences for the environment and the health of the population. The aim of WECF and the project partners is to introduce and further develop the Water and Sanitation Safety Planning (WSSP) instrument in the target countries. WSSP shows methods for risk analysis and assessment of water and sanitation systems and explains measures to minimise risks and to improve the water and sanitation situation.",WSSP - Water and Sanitation Safety Planning in the Balkan Region,2020-09-01,2022-08-31,C01,14081.0
5341,67EXI4011A,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Ghana,0.247665,0.0,"The MoNaL project aims to develop sustainable mobility options for the countries of sub-Saharan Africa. The impact of the mobility options will be considered, improved and analysed in a holistic way - from the production and design of the vehicles, to the energy supply and the recycling of the vehicles and the energy supply infrastructure. In the framework of a pilot implementation in Ghana at the site of the local partner Don Bosco, a sharing system for e-mopeds and cargo bikes will be tested technically and economically and adapted in consideration of local conditions and user requirements. Sustainable mobility needs to be planned in connection with renewable energy supply.",Mobility for sub-Saharan Africa - Taking a sustainable approach over the whole lifecycle,2020-08-01,2022-07-31,D02,21020.0
5342,67EXI4015A,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Angola,0.063718,0.236384,"As part of EcoLu, a training and service package is being developed for operators of recycling stations and recycling centers in low-income countries. The operation will be tested, analyzed and optimized for one year under real conditions. The feasibility study will identify the strengths and weaknesses of the project and highlight the economic success factors. Tailored support in all areas of operation will be delivered.","EcoLu - EcoPontes - Feasibility study on separate collection of recyclables through EcoPontes in Luanda, Angola",2021-01-01,2022-09-30,C01,14050.0
5343,67EXI4016A,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",Belarus,0.07371,0.0,"As part of a bilateral technology exchange between Germany and Belarus, the export of green technologies with the focus on industrial composting and anaerobic fermentation will be addressed. With the help of delegation trips, further education, specialist and teacher workshops, an environmental congress and a technology fair, key actors from the German and Belarusian side are to be actively involved in a bilateral exchange. After establishing a German-Belarusian interest group on the subject of composting, anaerobic fermentation and circular economy, an applicable product is to be conceived, demonstrated and published in a joint dialogue with selected partners. An innovative composting plant is to be created as a applicabel product.",BYGreen - Greening Belarus: Export einer grünen Kreislaufwirtschaft nach Belarus,2020-08-01,2023-08-31,D02,14050.0
